Filename,RMS,Pitch,Var,ZCR,Jitter,Shimmer,TEO,Label
1002_DFA_FEA_XX.wav,473,206,342,0.0913,26.93,30.38,185189,FEA (Fear)
1002_DFA_NEU_XX.wav,276,168,218,0.0763,30.09,32.41,26675,NEU (Neutral)
1002_DFA_SAD_XX.wav,217,166,263,0.0858,35.16,25.71,15514,SAD (Sadness)
1002_IEO_ANG_LO.wav,1209,193,340,0.1218,31.18,39.61,3182386,ANG (Angry)
1002_IEO_ANG_HI.wav,724,180,339,0.105,31.3,37.56,889727,ANG (Angry)
1002_IEO_FEA_MD.wav,319,172,218,0.0924,26.78,30.48,38458,FEA (Fear)
1002_IEO_ANG_MD.wav,1077,189,321,0.1126,33.22,42.02,1589459,ANG (Angry)
1002_IEO_DIS_HI.wav,216,154,279,0.0647,42.01,25.97,17399,DIS (Disgust)
1002_IEO_DIS_MD.wav,889,183,339,0.1101,40.24,34.89,1281952,DIS (Disgust)
1002_IEO_DIS_LO.wav,444,169,341,0.1017,37.22,32.78,212692,DIS (Disgust)
1002_IEO_FEA_LO.wav,358,176,249,0.0875,33.46,30.05,59284,FEA (Fear)
1002_IEO_FEA_HI.wav,769,191,339,0.1153,31.02,34.31,970719,FEA (Fear)
1002_IEO_HAP_HI.wav,919,189,317,0.1294,32.1,32.13,928137,HAP (Happy)
1002_IEO_HAP_LO.wav,334,171,222,0.0798,33.97,27.63,42832,HAP (Happy)
1002_IEO_HAP_MD.wav,424,166,329,0.0921,33.99,30.83,146210,HAP (Happy)
1002_IEO_SAD_LO.wav,166,163,210,0.0632,40.27,23.33,2390,SAD (Sadness)
1002_IEO_NEU_XX.wav,251,167,229,0.0742,35.3,24.58,16991,NEU (Neutral)
1002_IEO_SAD_HI.wav,166,164,266,0.058,38.36,22.25,2864,SAD (Sadness)
1002_IEO_SAD_MD.wav,176,150,185,0.0608,38.35,23.48,3133,SAD (Sadness)
1002_IOM_ANG_XX.wav,1971,232,338,0.1327,21.21,29.31,7147040,ANG (Angry)
1002_IOM_NEU_XX.wav,375,178,343,0.0558,18.95,23.42,21956,NEU (Neutral)
1002_IOM_HAP_XX.wav,744,179,303,0.0802,27.74,26.94,361123,HAP (Happy)
1002_IOM_FEA_XX.wav,589,188,235,0.0497,22.96,21.29,60404,FEA (Fear)
1002_IOM_DIS_XX.wav,391,173,229,0.0683,23.82,29.22,55102,DIS (Disgust)
1002_IOM_SAD_XX.wav,366,159,307,0.057,29.14,19.73,35389,SAD (Sadness)
1002_ITH_ANG_XX.wav,646,199,331,0.1248,33.26,35.88,656672,ANG (Angry)
1002_ITH_NEU_XX.wav,285,186,252,0.0843,29.85,29.42,27938,NEU (Neutral)
1002_ITH_HAP_XX.wav,558,197,342,0.0946,29.95,38.59,260519,HAP (Happy)
1002_ITH_FEA_XX.wav,287,181,299,0.0812,29.58,30.11,38154,FEA (Fear)
1002_ITH_SAD_XX.wav,226,167,265,0.0916,40.28,27.07,14857,SAD (Sadness)
1002_ITH_DIS_XX.wav,376,181,339,0.1311,34.4,38.52,161299,DIS (Disgust)
1002_ITS_ANG_XX.wav,379,182,336,0.1192,36.42,32.33,100038,ANG (Angry)
1002_ITS_FEA_XX.wav,377,182,298,0.1121,41.41,30.28,70737,FEA (Fear)
1002_ITS_NEU_XX.wav,315,175,228,0.1071,27.74,31.16,19027,NEU (Neutral)
1002_ITS_DIS_XX.wav,298,170,325,0.1303,35.06,31.43,48112,DIS (Disgust)
1002_ITS_HAP_XX.wav,542,182,340,0.1518,34.31,31.46,193500,HAP (Happy)
1002_IWL_ANG_XX.wav,762,198,332,0.093,25.62,25.08,464298,ANG (Angry)
1002_IWL_DIS_XX.wav,729,208,342,0.0727,21.11,29.48,253424,DIS (Disgust)
1002_ITS_SAD_XX.wav,199,169,281,0.0837,37.28,26.56,4920,SAD (Sadness)
1002_IWL_HAP_XX.wav,488,190,340,0.0823,33.97,27.6,63732,HAP (Happy)
1002_IWW_ANG_XX.wav,686,186,340,0.124,26.41,42.86,350168,ANG (Angry)
1002_IWL_NEU_XX.wav,349,183,237,0.0614,26.03,23.9,19686,NEU (Neutral)
1002_IWL_SAD_XX.wav,311,180,236,0.0704,25.89,24.38,15841,SAD (Sadness)
1002_IWW_HAP_XX.wav,650,193,339,0.0998,30.98,32.51,265340,HAP (Happy)
1002_IWW_FEA_XX.wav,437,198,322,0.1229,27.72,27.7,79097,FEA (Fear)
1002_IWW_SAD_XX.wav,230,167,262,0.0848,31.4,25.62,10018,SAD (Sadness)
1002_IWW_NEU_XX.wav,316,185,259,0.079,22.8,27.57,15448,NEU (Neutral)
1002_IWL_FEA_XX.wav,388,181,333,0.0576,24.17,28.2,31227,FEA (Fear)
1002_IWW_DIS_XX.wav,469,188,344,0.1371,34.88,33.62,168295,DIS (Disgust)
1002_MTI_ANG_XX.wav,553,174,344,0.0971,33.11,24.64,147734,ANG (Angry)
1002_TAI_ANG_XX.wav,845,184,345,0.1208,35.16,36.01,722518,ANG (Angry)
1002_MTI_SAD_XX.wav,285,159,337,0.0674,32.74,25.27,30580,SAD (Sadness)
1002_MTI_FEA_XX.wav,436,176,340,0.0913,29.84,26.93,58417,FEA (Fear)
1002_MTI_HAP_XX.wav,802,204,339,0.0906,25.65,29.09,256863,HAP (Happy)
1002_MTI_NEU_XX.wav,278,177,340,0.0695,31.25,23.91,17911,NEU (Neutral)
1002_TAI_FEA_XX.wav,424,185,279,0.0903,28.37,26.4,46393,FEA (Fear)
1002_TAI_HAP_XX.wav,813,213,334,0.1162,26.28,33.55,504595,HAP (Happy)
1002_TAI_DIS_XX.wav,510,191,331,0.1051,31.65,32.69,157404,DIS (Disgust)
1002_MTI_DIS_XX.wav,606,189,342,0.1179,26.39,25.74,167682,DIS (Disgust)
1002_TAI_NEU_XX.wav,331,173,236,0.0897,31.34,25.35,25501,NEU (Neutral)
1002_TAI_SAD_XX.wav,285,170,338,0.1082,29.65,21.67,23844,SAD (Sadness)
1002_TIE_ANG_XX.wav,2165,262,331,0.202,20.14,37.88,8385062,ANG (Angry)
1002_TIE_HAP_XX.wav,1680,244,340,0.1478,19.89,31.36,3062061,HAP (Happy)
1002_TSI_ANG_XX.wav,688,189,337,0.2029,34.77,33.52,414387,ANG (Angry)
1002_TIE_FEA_XX.wav,1341,209,338,0.151,28.27,40.43,3070081,FEA (Fear)
1002_TSI_FEA_XX.wav,363,184,337,0.1667,38.13,24.74,69775,FEA (Fear)
1002_TSI_HAP_XX.wav,769,210,344,0.2013,33.16,32.32,525020,HAP (Happy)
1002_TIE_DIS_XX.wav,315,174,331,0.1314,28.65,24.97,47440,DIS (Disgust)
1002_TSI_DIS_XX.wav,670,204,339,0.2453,31.72,30.74,337053,DIS (Disgust)
1002_TSI_SAD_XX.wav,200,156,320,0.1596,41.96,26.35,15555,SAD (Sadness)
1002_WSI_ANG_XX.wav,1642,236,339,0.2261,24.65,38.66,3400935,ANG (Angry)
1002_TSI_NEU_XX.wav,312,181,327,0.1591,34.35,28.87,45847,NEU (Neutral)
1002_TIE_SAD_XX.wav,775,192,290,0.1188,26.42,32.85,536460,SAD (Sadness)
1002_WSI_NEU_XX.wav,313,183,250,0.1308,29.27,33.06,47535,NEU (Neutral)
1002_WSI_FEA_XX.wav,432,170,340,0.1522,31.6,31.74,202813,FEA (Fear)
1002_WSI_DIS_XX.wav,1215,219,342,0.2244,27.83,32.74,2500721,DIS (Disgust)
1002_WSI_HAP_XX.wav,575,191,345,0.165,31.67,31.3,257935,HAP (Happy)
1002_WSI_SAD_XX.wav,238,166,324,0.1395,39.43,25.16,16494,SAD (Sadness)
1003_DFA_FEA_XX.wav,325,181,244,0.0734,26.58,29.57,34394,FEA (Fear)
1003_DFA_DIS_XX.wav,208,151,263,0.086,40.48,26.49,17576,DIS (Disgust)
1003_DFA_ANG_XX.wav,1618,211,339,0.1616,29.49,46.08,7941397,ANG (Angry)
1003_IEO_ANG_HI.wav,2478,191,332,0.1279,28.26,35.06,9442818,ANG (Angry)
1003_DFA_NEU_XX.wav,338,166,288,0.0999,30.41,29.19,58335,NEU (Neutral)
1003_DFA_HAP_XX.wav,524,174,271,0.0779,34.43,36.54,307756,HAP (Happy)
1003_IEO_DIS_LO.wav,247,156,222,0.0722,36.12,25.92,18660,DIS (Disgust)
1003_IEO_DIS_MD.wav,245,169,334,0.1005,42.97,30.66,24341,DIS (Disgust)
1003_DFA_SAD_XX.wav,216,164,321,0.0725,34.89,29.07,12838,SAD (Sadness)
1003_IEO_ANG_LO.wav,1147,199,289,0.0958,30.5,26.48,1395331,ANG (Angry)
1003_IEO_ANG_MD.wav,1569,218,342,0.1097,30.51,34.7,3287915,ANG (Angry)
1003_IEO_DIS_HI.wav,405,162,345,0.0815,32.53,28.14,171160,DIS (Disgust)
1003_IEO_FEA_HI.wav,299,161,213,0.069,31.16,25.88,26869,FEA (Fear)
1003_IEO_FEA_LO.wav,266,168,219,0.0736,30.89,24.27,20026,FEA (Fear)
1003_IEO_FEA_MD.wav,236,164,342,0.0744,36.08,25.06,18672,FEA (Fear)
1003_IEO_HAP_HI.wav,433,163,256,0.0804,39.05,31.26,80867,HAP (Happy)
1003_IEO_HAP_LO.wav,305,174,298,0.076,30.19,28.34,31704,HAP (Happy)
1003_IEO_HAP_MD.wav,409,184,329,0.078,28.06,28.64,69990,HAP (Happy)
1003_IEO_NEU_XX.wav,333,167,251,0.0782,35.06,28.4,42576,NEU (Neutral)
1003_IEO_SAD_HI.wav,173,152,329,0.0647,34.64,23.83,3908,SAD (Sadness)
1003_IEO_SAD_LO.wav,181,154,210,0.0583,38.68,25.08,3317,SAD (Sadness)
1003_IEO_SAD_MD.wav,177,153,189,0.0623,38.2,24.03,4333,SAD (Sadness)
1003_IOM_ANG_XX.wav,2180,220,343,0.1434,18.83,27.43,6523029,ANG (Angry)
1003_IOM_FEA_XX.wav,351,178,202,0.0666,23.0,21.38,25132,FEA (Fear)
1003_IOM_HAP_XX.wav,497,179,333,0.0811,24.8,24.42,168409,HAP (Happy)
1003_IOM_DIS_XX.wav,429,168,219,0.0903,24.72,22.4,85710,DIS (Disgust)
1003_IOM_NEU_XX.wav,540,181,340,0.0809,28.6,23.96,189685,NEU (Neutral)
1003_IOM_SAD_XX.wav,272,171,225,0.0697,26.35,17.25,17154,SAD (Sadness)
1003_ITH_ANG_XX.wav,1635,216,344,0.1456,30.36,36.41,6802593,ANG (Angry)
1003_ITH_HAP_XX.wav,462,178,245,0.0934,26.28,33.47,142658,HAP (Happy)
1003_ITH_DIS_XX.wav,271,162,341,0.0851,34.1,23.51,37185,DIS (Disgust)
1003_ITH_FEA_XX.wav,275,167,204,0.0869,28.9,25.06,24049,FEA (Fear)
1003_ITH_SAD_XX.wav,261,158,253,0.0808,31.89,31.35,32536,SAD (Sadness)
1003_ITS_FEA_XX.wav,272,175,228,0.1078,29.7,28.12,15637,FEA (Fear)
1003_ITH_NEU_XX.wav,519,179,340,0.104,26.72,31.48,227786,NEU (Neutral)
1003_ITS_DIS_XX.wav,247,184,300,0.1025,21.93,22.75,18221,DIS (Disgust)
1003_ITS_ANG_XX.wav,1398,218,340,0.1753,24.77,34.41,4061233,ANG (Angry)
1003_ITS_HAP_XX.wav,513,208,321,0.1139,23.02,26.9,163622,HAP (Happy)
1003_ITS_SAD_XX.wav,231,165,332,0.0929,31.11,25.43,8340,SAD (Sadness)
1003_IWL_ANG_XX.wav,2762,266,341,0.1321,17.42,31.03,8914216,ANG (Angry)
1003_ITS_NEU_XX.wav,468,209,229,0.1129,17.72,25.26,91548,NEU (Neutral)
1003_IWL_FEA_XX.wav,390,190,315,0.066,22.27,25.28,65443,FEA (Fear)
1003_IWW_FEA_XX.wav,835,226,254,0.116,18.14,28.93,186283,FEA (Fear)
1003_IWW_DIS_XX.wav,289,162,317,0.1023,33.19,24.04,28818,DIS (Disgust)
1003_IWL_HAP_XX.wav,638,184,298,0.0841,25.42,28.04,262587,HAP (Happy)
1003_IWL_NEU_XX.wav,479,171,286,0.0808,22.73,22.26,185150,NEU (Neutral)
1003_IWL_SAD_XX.wav,266,175,340,0.0634,26.73,21.56,11730,SAD (Sadness)
1003_IWW_SAD_XX.wav,244,171,237,0.083,26.49,23.53,8046,SAD (Sadness)
1003_IWL_DIS_XX.wav,370,163,342,0.0759,29.58,19.68,66715,DIS (Disgust)
1003_IWW_ANG_XX.wav,1256,208,339,0.1213,27.42,32.83,3580448,ANG (Angry)
1003_MTI_ANG_XX.wav,2968,271,310,0.1519,11.76,30.57,7320053,ANG (Angry)
1003_IWW_NEU_XX.wav,348,173,227,0.0964,28.37,29.94,45342,NEU (Neutral)
1003_IWW_HAP_XX.wav,669,186,328,0.099,31.12,32.18,338652,HAP (Happy)
1003_MTI_FEA_XX.wav,391,178,341,0.0777,24.3,24.02,45371,FEA (Fear)
1003_MTI_HAP_XX.wav,688,192,336,0.096,21.5,23.92,348322,HAP (Happy)
1003_TAI_ANG_XX.wav,1936,222,327,0.151,29.18,34.86,6275405,ANG (Angry)
1003_TAI_DIS_XX.wav,405,159,281,0.1113,27.97,23.97,154882,DIS (Disgust)
1003_MTI_NEU_XX.wav,380,169,320,0.0788,24.56,23.2,73382,NEU (Neutral)
1003_MTI_DIS_XX.wav,308,170,345,0.0793,30.45,24.17,34642,DIS (Disgust)
1003_TAI_FEA_XX.wav,466,181,277,0.1027,22.41,25.21,64349,FEA (Fear)
1003_MTI_SAD_XX.wav,310,177,229,0.073,23.6,20.92,33863,SAD (Sadness)
1003_TAI_SAD_XX.wav,437,197,298,0.1251,21.78,21.22,54502,SAD (Sadness)
1003_TAI_HAP_XX.wav,835,193,327,0.1123,20.65,24.61,483013,HAP (Happy)
1003_TIE_ANG_XX.wav,1545,237,345,0.1514,20.75,35.69,5232806,ANG (Angry)
1003_TIE_FEA_XX.wav,989,224,345,0.1096,23.39,34.44,1036973,FEA (Fear)
1003_TAI_NEU_XX.wav,451,170,302,0.0986,27.83,23.57,132438,NEU (Neutral)
1003_TIE_HAP_XX.wav,349,166,344,0.0934,33.49,27.3,89123,HAP (Happy)
1003_TIE_NEU_XX.wav,388,164,290,0.1113,29.53,26.75,172237,NEU (Neutral)
1003_TIE_DIS_XX.wav,364,163,334,0.1039,34.34,28.59,186450,DIS (Disgust)
1003_TSI_FEA_XX.wav,641,209,342,0.1456,24.61,29.57,263078,FEA (Fear)
1003_TSI_DIS_XX.wav,340,178,295,0.1586,31.86,25.31,91196,DIS (Disgust)
1003_TSI_ANG_XX.wav,1138,225,307,0.2062,20.64,28.68,2407930,ANG (Angry)
1003_TSI_HAP_XX.wav,889,217,327,0.1477,14.9,23.31,161523,HAP (Happy)
1003_TIE_SAD_XX.wav,240,166,212,0.0832,34.75,27.99,22938,SAD (Sadness)
1003_TSI_SAD_XX.wav,503,196,287,0.1015,20.08,20.74,23121,SAD (Sadness)
1003_TSI_NEU_XX.wav,614,203,323,0.1496,15.99,23.77,110511,NEU (Neutral)
1003_WSI_ANG_XX.wav,1743,246,332,0.1908,20.19,37.29,6117273,ANG (Angry)
1003_WSI_HAP_XX.wav,658,207,328,0.1258,22.53,30.19,323271,HAP (Happy)
1003_WSI_FEA_XX.wav,254,170,223,0.1011,32.58,28.99,13463,FEA (Fear)
1003_WSI_DIS_XX.wav,260,167,344,0.1513,34.45,25.97,31899,DIS (Disgust)
1003_WSI_NEU_XX.wav,540,198,227,0.1339,26.27,28.54,137266,NEU (Neutral)
1003_WSI_SAD_XX.wav,321,183,321,0.1019,31.63,26.13,33737,SAD (Sadness)
1004_DFA_DIS_XX.wav,264,163,282,0.088,34.36,25.71,39474,DIS (Disgust)
1004_DFA_ANG_XX.wav,1148,193,334,0.1427,24.41,34.02,4577582,ANG (Angry)
1004_DFA_HAP_XX.wav,509,186,286,0.089,30.67,31.31,278516,HAP (Happy)
1004_DFA_FEA_XX.wav,237,163,322,0.0907,36.75,27.69,22307,FEA (Fear)
1004_DFA_SAD_XX.wav,186,166,219,0.0783,36.1,34.22,8321,SAD (Sadness)
1004_IEO_ANG_LO.wav,986,202,305,0.11,27.18,35.73,1178031,ANG (Angry)
1004_DFA_NEU_XX.wav,291,179,312,0.1096,35.44,27.26,45771,NEU (Neutral)
1004_IEO_ANG_MD.wav,2195,249,343,0.1412,19.43,40.83,6122575,ANG (Angry)
1004_IEO_DIS_LO.wav,208,156,276,0.0768,35.63,22.8,8085,DIS (Disgust)
1004_IEO_ANG_HI.wav,2084,229,345,0.1733,30.27,37.48,9738721,ANG (Angry)
1004_IEO_FEA_MD.wav,292,177,285,0.0979,30.94,28.33,21229,FEA (Fear)
1004_IEO_NEU_XX.wav,313,171,290,0.0822,27.3,28.56,43564,NEU (Neutral)
1004_IEO_HAP_LO.wav,276,167,340,0.0845,30.39,26.39,31984,HAP (Happy)
1004_IEO_FEA_HI.wav,194,168,277,0.0787,31.38,23.79,7173,FEA (Fear)
1004_IEO_DIS_MD.wav,432,172,344,0.097,28.23,24.39,111178,DIS (Disgust)
1004_IEO_DIS_HI.wav,250,158,277,0.0747,35.51,26.79,23869,DIS (Disgust)
1004_IEO_HAP_HI.wav,2379,240,344,0.1521,23.51,34.12,8464503,HAP (Happy)
1004_IEO_HAP_MD.wav,520,173,323,0.1233,33.9,29.59,183387,HAP (Happy)
1004_IEO_FEA_LO.wav,247,172,290,0.0997,32.33,25.23,18383,FEA (Fear)
1004_IEO_SAD_LO.wav,183,165,258,0.0831,34.26,21.81,4746,SAD (Sadness)
1004_IOM_ANG_XX.wav,1106,184,219,0.1083,23.9,28.57,1261471,ANG (Angry)
1004_IEO_SAD_MD.wav,154,158,276,0.067,41.8,24.73,2245,SAD (Sadness)
1004_IOM_FEA_XX.wav,295,177,248,0.0703,24.88,21.96,10991,FEA (Fear)
1004_IEO_SAD_HI.wav,176,164,231,0.0638,37.89,24.78,4025,SAD (Sadness)
1004_IOM_HAP_XX.wav,626,174,344,0.0949,20.52,27.29,404081,HAP (Happy)
1004_IOM_DIS_XX.wav,318,171,265,0.0587,24.1,20.19,17652,DIS (Disgust)
1004_IOM_NEU_XX.wav,291,157,290,0.0679,28.46,20.3,18051,NEU (Neutral)
1004_IOM_SAD_XX.wav,265,166,219,0.0572,25.71,19.29,13301,SAD (Sadness)
1004_ITH_HAP_XX.wav,271,179,331,0.0989,28.44,29.01,38148,HAP (Happy)
1004_ITH_ANG_XX.wav,1113,192,332,0.1241,28.36,45.35,1924380,ANG (Angry)
1004_ITH_DIS_XX.wav,226,166,342,0.0798,37.93,24.19,15916,DIS (Disgust)
1004_ITH_FEA_XX.wav,213,167,314,0.1152,40.67,25.88,26219,FEA (Fear)
1004_ITS_NEU_XX.wav,320,179,314,0.1649,26.57,32.08,36060,NEU (Neutral)
1004_ITS_DIS_XX.wav,260,174,293,0.0988,36.17,25.75,24823,DIS (Disgust)
1004_ITS_FEA_XX.wav,217,165,250,0.1294,29.75,27.64,9055,FEA (Fear)
1004_ITS_HAP_XX.wav,354,178,261,0.1145,26.19,27.96,28218,HAP (Happy)
1004_ITH_SAD_XX.wav,208,158,229,0.0696,30.33,24.47,11306,SAD (Sadness)
1004_ITS_ANG_XX.wav,592,190,292,0.1511,24.4,37.14,288610,ANG (Angry)
1004_IWL_DIS_XX.wav,542,181,343,0.0921,32.24,27.32,126455,DIS (Disgust)
1004_ITH_NEU_XX.wav,271,163,297,0.0904,32.36,26.99,30499,NEU (Neutral)
